"","gender","survey_stratclust","trip_path_distance_median_stratclust","trip_path_distance_median_moe_stratclust","sample_size_stratclust","surveyold","trip_path_distance_medianold","trip_path_distance_median_moeold","sample_sizeold"
"1","Female","2017_2019",2.878811843,0.272676006876032,33316,"2017_2019",2.878811843,0.19165065403605,33316
"2","Male","2017_2019",3.77296587926509,0.402233033643611,30900,"2017_2019",3.77296587926509,0.293863504393793,30900
